Provider,PotentialFraud,TotalClaimAmtReimbursed,TotalDeductibleAmtPaid,TotalIPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,NumClaims,NumUniqueBeneficiaries,AvgClaimDuration,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes
PRV51466,0,57860,5500.0,423400,205320,74,71,3.391891891891892,170,5
PRV51467,0,74260,6408.0,140000,40200,25,25,2.04,83,3
PRV51468,0,138670,15252.0,645740,334530,159,151,1.440251572327044,315,6
PRV51469,0,9350,0.0,94590,66140,28,28,1.0,77,0
PRV51470,0,35590,3204.0,133610,72160,27,27,2.1481481481481484,68,3
PRV51471,1,1602210,166608.0,2536570,319700,180,173,4.883333333333334,516,74
PRV51472,0,2170,200.0,58190,23480,16,16,2.1875,30,0
PRV51474,0,411260,42790.0,845160,197130,71,65,3.295774647887324,249,28
PRV51475,0,73130,11788.0,239880,93350,43,42,2.2093023255813953,132,4
PRV51476,0,20180,3274.0,38210,53760,18,18,2.111111111111111,67,3
PRV51477,0,9940,0.0,80290,40810,22,22,1.5909090909090908,56,0
PRV51478,0,3930,20.0,152280,22090,17,16,4.411764705882353,50,0
PRV51479,0,134630,14524.0,1042980,527040,228,217,1.9035087719298245,445,15
PRV51480,1,557880,5480.0,9232200,4302500,1924,759,1.5602910602910602,1826,0
PRV51482,1,218470,11848.0,606750,168690,91,90,1.4725274725274726,222,4
PRV51483,0,60400,5430.0,352330,199730,77,75,1.12987012987013,182,4
PRV51484,0,23570,2236.0,616920,338550,86,75,0.7906976744186046,192,0
PRV51486,0,53660,450.0,599660,426210,214,132,0.9252336448598131,390,0
PRV51487,0,9240,60.0,45400,33710,13,12,0.0,32,0
PRV51488,0,108930,3764.0,1427470,600460,272,260,1.625,449,2
PRV51490,1,442070,51264.0,807410,171000,64,56,4.046875,254,24
PRV51491,0,67480,7736.0,390680,242850,71,63,2.1549295774647885,162,3
PRV51492,0,150550,14024.0,434580,187730,81,80,2.0864197530864197,212,10
PRV51494,0,17450,80.0,55000,110050,38,37,1.3421052631578947,75,0
PRV51495,1,845690,93984.0,1554220,208390,141,127,4.950354609929078,413,43
PRV51496,0,29250,530.0,416520,198710,123,105,1.1382113821138211,231,0
PRV51497,0,104190,4272.0,207970,20100,15,15,2.7333333333333334,58,5
PRV51499,0,137840,3336.0,2268780,944560,474,341,1.4831223628691983,716,1
PRV51500,0,1100,10.0,16140,20500,8,8,0.0,21,0
PRV51501,1,2071310,231816.0,3849370,333140,233,217,5.459227467811159,657,96
PRV51502,0,8390,0.0,159950,59910,31,31,3.838709677419355,66,0
PRV51503,0,24070,40.0,161140,180310,57,52,1.1754385964912282,116,0
PRV51504,0,35290,440.0,422380,274530,128,123,1.546875,243,0
PRV51505,0,2430,40.0,48120,38850,15,15,0.26666666666666666,44,0
PRV51507,1,337340,9188.0,5294270,2402440,1013,726,1.3840078973346495,1209,5
PRV51508,0,239050,12916.0,1089260,405550,202,191,1.7079207920792079,395,9
PRV51509,0,322130,2840.0,5188140,2406110,1030,493,1.4893203883495145,1186,0
PRV51510,0,20020,220.0,216590,207690,57,52,2.5789473684210527,105,0
PRV51511,0,8760,40.0,157000,34520,16,16,1.5,34,0
PRV51514,0,239220,22458.0,629500,234010,93,88,2.89247311827957,273,15
PRV51515,0,52800,4352.0,342690,113430,48,48,2.5,147,4
PRV51516,0,33260,3224.0,130810,75860,40,39,1.225,102,2
PRV51517,0,5990,150.0,36680,19370,11,11,1.9090909090909092,18,0
PRV51518,0,43920,5860.0,416390,109280,53,48,0.7735849056603774,126,3
PRV51521,0,8070,100.0,230710,75950,46,39,0.4782608695652174,81,0
PRV51522,0,206780,13506.0,895450,495430,190,169,2.168421052631579,374,6
PRV51523,0,733810,61944.0,1082750,151380,65,65,5.138461538461539,277,37
PRV51525,0,75770,5470.0,475380,162060,61,61,2.3114754098360657,140,7
PRV51526,0,43150,7476.0,53080,49690,20,20,3.5,70,7
PRV51527,0,12410,120.0,141630,128160,41,40,1.170731707317073,79,0
PRV51528,0,6670,0.0,84040,51950,17,17,1.1764705882352942,29,0
PRV51529,0,5800,80.0,112300,50120,23,23,0.8695652173913043,57,0
PRV51531,0,9870,140.0,324000,62580,34,23,1.9705882352941178,70,0
PRV51532,0,70930,6608.0,262230,101260,32,30,3.34375,92,3
PRV51533,0,96350,13884.0,171560,54230,36,36,5.055555555555555,132,12
PRV51534,0,50,0.0,0,2080,1,1,0.0,1,0
PRV51535,0,121350,3476.0,1640500,827590,388,306,1.4948453608247423,590,1
PRV51536,0,41550,4392.0,64330,16180,16,16,2.1875,44,4
PRV51539,1,854240,73844.0,2876560,1033140,538,488,1.6524163568773234,845,47
PRV51540,0,66940,7546.0,256690,79310,55,54,0.9818181818181818,124,6
PRV51541,0,12140,270.0,353450,105490,51,51,0.6078431372549019,113,0
PRV51542,1,964660,97218.0,1866210,287850,113,97,4.964601769911504,407,51
PRV51544,0,480150,45546.0,1522280,549370,233,227,2.3218884120171674,466,31
PRV51546,0,110930,9762.0,188190,79550,36,35,2.5,127,6
PRV51547,0,2640,0.0,127320,28050,13,13,1.8461538461538463,25,0
PRV51549,0,82110,8614.0,162000,25560,21,21,4.285714285714286,76,6
PRV51550,0,124040,16120.0,277110,175450,61,53,3.081967213114754,168,15
PRV51551,0,112800,5440.0,154990,46950,28,27,2.0,83,3
PRV51552,0,94040,10970.0,254800,93380,62,62,1.064516129032258,164,6
PRV51553,0,40990,6408.0,104580,22720,21,21,2.5238095238095237,70,6
PRV51554,0,9640,1138.0,9160,19690,6,6,0.8333333333333334,19,1
PRV51555,0,2910,0.0,78200,46230,15,15,0.6,30,0
PRV51556,0,138250,10680.0,285420,135560,56,56,3.1964285714285716,173,8
PRV51557,0,16740,1068.0,97240,43310,10,10,1.0,19,1
PRV51558,0,25870,5440.0,93260,46360,26,25,1.1538461538461537,85,1
PRV51560,1,1956190,208260.0,3574490,580360,238,204,5.26890756302521,623,88
PRV51562,0,5820,80.0,133140,27060,24,24,1.8333333333333333,80,0
PRV51563,0,4280,0.0,95580,26880,19,19,0.3684210526315789,63,0
PRV51564,0,9100,70.0,112980,127020,24,24,1.6666666666666667,59,0
PRV51566,0,90030,16020.0,203870,63670,26,25,3.6923076923076925,116,9
PRV51567,1,465400,4620.0,7409050,3480600,1632,827,1.2628676470588236,1571,0
PRV51568,0,105010,9612.0,383300,139270,58,57,2.8793103448275863,146,10
PRV51569,0,1500,0.0,51680,14510,5,5,0.2,25,0
PRV51570,0,0,0.0,103000,4090,1,1,0.0,5,0
PRV51571,0,4640,0.0,92260,43480,22,22,0.0,44,0
PRV51572,0,5710,1068.0,59000,3960,4,4,1.75,16,1
PRV51573,0,66730,5380.0,357390,190110,92,76,1.7717391304347827,196,5
PRV51574,1,1281810,12290.0,18737920,10437160,4444,1715,1.4228172817281728,2899,1
PRV51576,0,97780,5770.0,393260,243180,65,65,2.4307692307692306,173,4
PRV51577,0,2100,0.0,0,14240,1,1,20.0,2,0
PRV51578,1,1662920,131150.0,7862470,3023020,1500,1280,1.8006666666666666,1621,54
PRV51579,0,247680,19494.0,744450,133180,72,66,2.7222222222222223,179,12
PRV51580,0,1710,0.0,10000,4530,3,3,0.0,10,0
PRV51582,0,14370,1068.0,33740,13240,4,4,6.5,14,0
PRV51583,0,32430,2226.0,198500,110270,47,46,1.5957446808510638,100,0
PRV51584,1,171930,14254.0,471990,117640,82,78,2.3292682926829267,209,11
PRV51585,0,77080,4272.0,108200,7340,6,6,2.6666666666666665,37,3
PRV51586,1,72510,6408.0,92110,11480,8,8,5.875,51,7
PRV51587,0,1500,0.0,0,5150,5,5,0.0,14,0
PRV51588,0,58430,3204.0,199000,23560,10,9,1.6,45,4
PRV51590,1,781380,84372.0,1225070,123340,84,82,5.238095238095238,315,43
PRV51592,0,30,0.0,31000,6940,3,3,0.0,6,0
PRV51593,1,150000,12916.0,404800,93360,54,54,2.740740740740741,150,7
PRV51595,0,14660,1078.0,60000,49470,24,22,1.125,77,0
PRV51596,0,41830,3484.0,155020,133180,50,50,1.18,139,1
PRV51598,0,779530,65200.0,3354050,802760,422,399,1.8744075829383886,740,40
PRV51599,0,16210,3204.0,72000,2830,5,5,4.8,30,0
PRV51600,0,36050,3754.0,593010,247140,109,103,1.4678899082568808,229,3
PRV51601,0,3690,0.0,14030,35780,14,14,1.4285714285714286,39,0
PRV51602,0,77480,12816.0,282750,95650,39,38,2.051282051282051,127,8
PRV51604,1,697510,53622.0,2360410,888560,329,257,2.43161094224924,622,34
PRV51605,0,46990,5520.0,236000,226340,72,70,1.7916666666666667,150,5
PRV51606,0,66100,10680.0,283650,88770,46,45,2.130434782608696,135,6
PRV51607,0,15410,60.0,102860,25420,15,15,0.6666666666666666,31,1
PRV51608,0,78140,9892.0,255190,93470,37,37,1.837837837837838,102,5
PRV51609,0,110790,11878.0,731400,198260,75,70,2.68,197,12
PRV51610,0,43150,3204.0,67100,20640,6,6,4.666666666666667,32,4
PRV51611,0,2780,0.0,0,30910,8,8,2.5,12,0
PRV51612,0,66770,6408.0,201800,38810,13,13,5.538461538461538,51,6
PRV51613,0,20450,4272.0,98650,63360,21,21,1.9047619047619047,57,2
PRV51614,1,1472150,155410.0,2978090,501970,268,243,3.388059701492537,605,68
PRV51616,0,6120,0.0,132960,41660,26,26,1.5,56,0
PRV51617,0,111270,11748.0,379420,48950,22,22,5.0,82,5
PRV51618,0,2000,1068.0,2000,100,1,1,2.0,9,1
PRV51619,0,78150,7476.0,299980,25440,19,18,5.2105263157894735,68,5
PRV51620,0,21190,3204.0,40500,53410,8,8,1.75,42,3
PRV51621,0,530,0.0,0,9040,9,9,0.0,23,0
PRV51622,0,101690,9682.0,517060,243220,103,94,1.3495145631067962,234,7
PRV51623,0,56350,7476.0,150460,44310,21,21,1.619047619047619,82,5
PRV51624,0,320,40.0,7400,5630,5,5,0.2,14,0
PRV51625,0,19420,4272.0,103700,9630,7,7,1.4285714285714286,35,1
PRV51626,0,36920,1068.0,35000,6730,9,9,3.6666666666666665,22,2
PRV51627,0,44860,3204.0,219170,79320,26,26,2.923076923076923,78,6
PRV51628,0,13320,2136.0,59410,16340,6,6,1.1666666666666667,18,3
PRV51629,0,213000,22428.0,425330,24980,22,20,6.318181818181818,125,16
PRV51630,0,1860,1068.0,29900,17210,5,5,5.0,18,1
PRV51631,0,1500,0.0,8000,6050,6,6,1.1666666666666667,18,0
PRV51632,0,26850,4342.0,123100,124050,26,25,4.346153846153846,77,2
PRV51634,0,71090,5620.0,599090,286990,119,116,0.9915966386554622,239,4
PRV51635,0,28120,1068.0,183490,66820,29,29,1.3793103448275863,65,1
PRV51636,0,180020,3924.0,1599520,943670,316,187,1.3132911392405062,497,3
PRV51637,0,43440,7576.0,105690,55520,34,34,2.1470588235294117,85,4
PRV51638,0,20490,2136.0,57000,8830,4,4,2.75,18,1
PRV51639,0,112520,12816.0,287460,79540,29,29,1.8620689655172413,115,7
PRV51640,0,17490,3204.0,40240,8000,7,7,1.2857142857142858,30,0
PRV51641,0,1700,90.0,66460,31880,14,13,0.0,41,0
PRV51642,0,10460,120.0,82600,63960,29,25,0.7931034482758621,64,1
PRV51644,0,16490,1178.0,109590,44100,24,24,1.625,57,1
PRV51645,0,280,90.0,21000,14490,5,5,5.4,13,0
PRV51647,0,44940,6408.0,150780,23790,12,12,4.416666666666667,61,5
PRV51650,0,13290,0.0,64080,47180,24,23,1.5416666666666667,54,0
PRV51652,0,17600,270.0,277070,262880,64,49,2.59375,148,0
PRV51653,0,8530,110.0,28100,64040,24,24,2.625,46,0
PRV51654,0,220,10.0,0,1210,2,2,2.0,3,0
PRV51655,0,70,40.0,16200,4490,3,3,1.6666666666666667,18,0
PRV51656,0,4860,0.0,92440,58810,23,23,2.0434782608695654,48,0
PRV51657,0,3760,200.0,31480,16140,4,4,0.0,11,0
PRV51658,0,1770,0.0,15740,7510,5,5,0.0,14,0
PRV51660,0,180,30.0,0,4240,3,3,0.0,10,0
PRV51661,0,47570,570.0,423890,422320,134,89,2.253731343283582,281,1
PRV51664,0,790,50.0,8350,8780,10,10,0.0,23,0
PRV51665,0,3810,40.0,104250,31610,15,15,1.8666666666666667,35,0
PRV51666,0,50,0.0,0,50,1,1,0.0,3,0
PRV51668,0,9020,110.0,82720,71540,38,27,0.21052631578947367,93,0
PRV51669,0,21060,320.0,234980,112480,76,74,2.6184210526315788,150,0
PRV51670,0,122850,2318.0,1476190,791550,436,286,1.3188073394495412,685,2
PRV51671,0,8490,100.0,139980,61300,39,39,0.717948717948718,88,0
PRV51672,0,2270,0.0,5000,9470,6,6,0.16666666666666666,25,0
PRV51673,0,51180,680.0,176360,279210,183,77,1.0437158469945356,322,0
PRV51674,0,1400,0.0,0,7680,4,4,0.0,18,0
PRV51675,0,7690,100.0,64220,44400,28,28,1.3571428571428572,65,0
PRV51676,0,91920,3724.0,700910,295970,138,126,1.434782608695652,262,3
PRV51678,0,25540,310.0,335100,149940,66,64,1.3484848484848484,139,0
PRV51679,0,39420,2206.0,68000,95840,38,16,1.5263157894736843,88,2
PRV51681,0,69130,1068.0,213620,96060,26,26,2.0384615384615383,65,2
PRV51682,0,9110,0.0,105780,47110,16,16,1.625,34,0
PRV51685,0,11830,80.0,89360,80970,55,40,0.32727272727272727,114,0
PRV51687,0,2530,100.0,58200,8420,10,6,2.1,34,0
PRV51688,0,22660,2136.0,31200,12390,9,9,0.6666666666666666,25,0
PRV51689,0,1700,0.0,15000,7400,1,1,0.0,2,0
PRV51690,0,125280,7816.0,1206430,683520,255,221,1.5607843137254902,438,5
PRV51691,0,26790,180.0,339380,165540,88,49,1.2727272727272727,181,0
PRV51692,0,970,0.0,9000,14320,11,11,0.09090909090909091,37,0
PRV51693,0,21100,380.0,234820,153290,113,51,0.911504424778761,203,0
PRV51694,0,5940,70.0,136820,40440,26,21,0.038461538461538464,46,0
PRV51695,0,113180,1270.0,1558380,960500,429,177,1.393939393939394,607,0
PRV51696,0,730,0.0,46530,21000,9,9,0.7777777777777778,15,0
PRV51697,0,21600,380.0,294710,194020,63,54,2.253968253968254,154,0
PRV51698,0,1910,0.0,100860,38660,13,13,1.6923076923076923,26,0
PRV51699,0,53760,1020.0,986360,493610,209,131,1.2535885167464116,382,1
PRV51702,0,3230,80.0,56410,9280,10,10,0.0,17,0
PRV51703,0,80,0.0,0,80,2,2,0.0,7,0
PRV51704,0,600,0.0,0,2770,1,1,0.0,1,0
PRV51705,0,400,0.0,0,1910,1,1,0.0,3,0
PRV51706,0,330,0.0,0,2300,2,2,0.0,6,0
PRV51707,0,270,40.0,66020,19740,12,12,1.6666666666666667,24,0
PRV51708,0,410,50.0,47030,6400,4,4,0.0,9,0
PRV51709,0,1610,0.0,3000,26330,10,10,0.0,23,0
PRV51710,0,121080,15032.0,232470,28260,17,17,3.3529411764705883,83,9
PRV51711,0,4000,1068.0,4000,0,1,1,3.0,6,0
PRV51712,0,860,0.0,8000,4970,3,3,4.333333333333333,7,0
PRV51713,0,1380,50.0,19870,19730,13,13,0.3076923076923077,28,0
PRV51715,0,67340,3204.0,78400,12400,12,12,1.3333333333333333,47,4
PRV51716,0,23030,110.0,310540,151730,82,64,0.6707317073170732,156,0
PRV51718,0,2170,0.0,67000,18880,8,8,2.5,17,0
PRV51719,0,4740,0.0,11000,17380,4,4,5.25,10,0
PRV51720,0,720,0.0,4800,11800,4,4,0.0,9,0
PRV51721,0,680,0.0,19200,8220,5,5,0.4,16,0
PRV51722,0,30,0.0,0,100,1,1,0.0,0,0
PRV51723,0,5340,100.0,0,57830,16,16,1.25,28,0
PRV51724,0,2480,0.0,10000,28790,6,6,3.3333333333333335,14,0
PRV51725,0,190,80.0,0,5600,4,4,0.0,9,0
PRV51726,0,6790,0.0,67180,48280,21,21,3.0952380952380953,59,0
PRV51727,0,1950,0.0,16180,4390,3,3,0.0,5,0
PRV51729,0,3740,0.0,75890,38870,19,19,0.5789473684210527,58,0
PRV51731,0,8720,230.0,94560,74040,38,38,1.8421052631578947,82,0
PRV51732,0,6960,60.0,30100,15400,12,12,2.0833333333333335,30,0
PRV51733,0,70,0.0,0,13800,2,2,0.0,4,0
PRV51734,0,7900,30.0,107160,73780,20,20,1.0,33,0
PRV51735,0,350,0.0,18000,3800,4,4,0.0,11,0
PRV51736,0,5620,0.0,105530,39630,21,21,0.0,42,0
PRV51737,0,50300,380.0,714340,383110,152,106,1.3157894736842106,289,0
PRV51738,0,850,0.0,40760,17510,16,14,0.6875,42,0
PRV51739,0,13700,110.0,350920,168180,74,72,0.5135135135135135,135,0
PRV51740,0,14010,350.0,134400,131240,57,51,1.9473684210526316,113,0
PRV51741,0,5190,0.0,138090,62230,35,34,2.057142857142857,78,0
PRV51742,0,2830,50.0,75940,28280,13,13,1.6153846153846154,39,0
PRV51743,0,29380,390.0,527180,178410,118,115,0.4491525423728814,204,0
PRV51744,0,660,0.0,24000,8810,5,5,0.6,18,0
PRV51745,0,2290,200.0,43400,21230,13,12,0.3076923076923077,30,0
PRV51746,0,10490,0.0,36400,82090,26,25,2.576923076923077,71,0
PRV51747,0,1500,0.0,15040,6270,4,4,0.0,12,0
PRV51748,0,8060,0.0,148780,37420,18,18,1.6111111111111112,44,0
PRV51749,0,2780,80.0,56400,39730,6,6,3.3333333333333335,9,0
PRV51750,0,1600,80.0,0,2410,3,3,0.0,14,0
PRV51751,0,900,0.0,0,6570,2,2,3.5,4,0
PRV51752,0,32740,150.0,252760,283970,87,69,1.9425287356321839,158,0
PRV51753,0,1210,0.0,19120,5700,4,4,5.25,12,0
PRV51754,0,2120,0.0,18200,16680,9,9,0.0,23,0
PRV51755,0,590,0.0,0,17920,6,6,3.3333333333333335,11,0
PRV51758,0,910,0.0,5000,6590,7,7,2.857142857142857,18,0
PRV51759,0,1090,0.0,146380,22130,13,13,1.5384615384615385,26,0
PRV51761,0,1870,0.0,88600,19320,11,11,1.9090909090909092,26,0
PRV51762,0,3100,0.0,53710,19390,14,14,0.07142857142857142,38,0
PRV51763,0,3960,0.0,17360,24660,11,11,0.6363636363636364,35,0
PRV51764,0,6060,100.0,110040,85670,33,33,1.5151515151515151,68,0
PRV51765,0,2870,0.0,92560,22590,14,14,0.07142857142857142,30,0
PRV51766,0,2290,0.0,13000,35200,23,23,2.260869565217391,55,0
PRV51767,0,4060,200.0,67700,18770,12,12,0.08333333333333333,37,0
PRV51769,0,4800,0.0,62000,27470,15,15,0.2,38,0
PRV51770,0,6820,130.0,85050,57870,15,15,1.6666666666666667,44,0
PRV51771,0,8530,60.0,123840,68370,40,34,0.675,85,0
PRV51773,0,760,0.0,0,8270,5,5,0.0,12,0
PRV51774,0,2990,0.0,23000,20050,3,3,6.666666666666667,6,0
PRV51775,0,9610,220.0,167170,67430,39,36,0.46153846153846156,72,0
PRV51776,0,12640,80.0,129160,94670,54,31,0.9629629629629629,127,0
PRV51778,0,250,0.0,0,2370,3,3,0.0,11,0
PRV51779,0,7690,0.0,106600,70140,24,22,1.7083333333333333,66,0
PRV51780,0,5120,40.0,77080,31280,34,16,0.0,68,0
PRV51781,0,3000,100.0,97360,43140,24,20,1.7916666666666667,61,0
PRV51784,0,3820,0.0,6000,51190,8,7,3.125,22,0
PRV51786,0,280,70.0,0,2450,5,4,2.8,7,0
PRV51787,0,150,0.0,65000,4700,3,3,4.666666666666667,7,0
PRV51788,0,38790,220.0,736550,326270,139,85,1.0359712230215827,278,0
PRV51789,0,6940,80.0,64110,38440,32,28,0.15625,57,0
PRV51790,0,18580,50.0,389240,167980,76,74,0.9210526315789473,152,0
PRV51792,0,21390,200.0,155140,140570,46,26,2.4130434782608696,98,0
PRV51793,0,5000,0.0,136320,45160,25,12,2.12,57,0
PRV51794,0,2020,0.0,84540,18500,11,11,3.1818181818181817,29,0
PRV51795,0,7510,0.0,59110,51870,36,26,1.3611111111111112,79,0
PRV51796,0,140,0.0,0,2150,4,4,0.0,8,0
PRV51797,0,450,100.0,12000,2780,5,4,7.6,13,0
PRV51798,0,1420,0.0,0,15660,10,8,0.1,24,0
PRV51799,0,730,0.0,0,5040,3,3,1.0,8,0
PRV51801,0,5030,40.0,44190,45270,20,20,0.1,49,0
PRV51802,0,4930,200.0,76470,47120,24,22,1.9583333333333333,54,0
PRV51803,0,33570,2136.0,145120,4380,5,5,1.6,27,2
PRV51805,1,67000,3204.0,98140,8060,3,3,12.0,25,2
PRV51806,0,13000,1068.0,21000,10,1,1,4.0,9,1
PRV51807,0,98000,7476.0,134680,5450,7,7,4.714285714285714,44,7
PRV51809,0,242020,28836.0,350840,47560,27,26,5.888888888888889,152,17
PRV51810,0,29000,3204.0,34160,5860,3,3,4.666666666666667,24,2
PRV51811,0,199000,16020.0,290110,27780,15,15,5.466666666666667,100,11
PRV51812,0,6000,1068.0,17140,1230,1,1,7.0,10,1
PRV51813,0,110000,10680.0,163870,19270,10,10,8.1,57,9
PRV51815,0,810,0.0,19200,6890,5,5,0.0,16,0
PRV51816,0,68000,6408.0,152970,5720,7,7,3.857142857142857,43,5
PRV51818,1,267000,30972.0,460420,56940,29,27,6.0,163,17
PRV51819,0,7050,2136.0,79140,6540,3,3,4.0,18,0
PRV51820,0,25000,5340.0,67630,6250,5,5,4.0,29,3
PRV51821,0,138000,9612.0,223700,14980,10,10,11.5,74,4
PRV51822,0,600,1068.0,600,80,1,1,17.0,1,0
PRV51823,0,44530,8544.0,116070,18290,11,11,3.8181818181818183,67,1
PRV51824,0,59900,9612.0,147550,17220,10,9,6.9,76,3
PRV51826,1,265000,21360.0,347420,27080,21,20,5.809523809523809,119,17
PRV51827,0,130000,18156.0,260860,39350,18,17,6.722222222222222,109,9
PRV51828,0,111000,11748.0,124960,17320,11,11,3.3636363636363638,69,9
PRV51829,0,36000,5340.0,116080,4170,5,5,10.0,36,2
PRV51830,0,20000,6408.0,38520,5840,6,6,4.0,42,1
PRV51831,0,28000,1068.0,41120,1030,2,2,4.0,18,2
PRV51833,0,15000,3204.0,15180,5640,3,3,3.3333333333333335,24,2
PRV51836,1,505000,5250.0,6272350,3702170,1794,644,1.5512820512820513,1724,0
PRV51837,0,200310,15172.0,674710,203700,104,99,2.3653846153846154,228,10
PRV51838,0,54000,870.0,1241430,374870,200,169,1.045,328,0
PRV51840,1,380600,41972.0,853540,192510,118,111,2.9661016949152543,320,21
PRV51841,0,132310,8934.0,310900,120190,56,52,1.7678571428571428,148,4
PRV51842,1,1220600,123350.0,2988900,772210,294,223,3.078231292517007,636,64
PRV51843,0,18810,50.0,220400,173530,50,36,1.6,121,0
PRV51845,0,110280,11818.0,257960,69400,45,40,1.9777777777777779,123,4
PRV51846,0,19070,2236.0,63000,55840,29,25,1.2413793103448276,74,4
PRV51847,0,9420,0.0,110960,41160,42,38,0.8333333333333334,79,0
PRV51848,0,15680,0.0,370270,119370,57,55,0.8947368421052632,121,0
PRV51849,0,50620,3784.0,684180,295910,146,111,1.0410958904109588,278,2
PRV51851,1,669490,55618.0,2438180,993720,472,336,1.7923728813559323,742,30
PRV51852,0,7740,60.0,52250,42500,19,18,0.15789473684210525,38,0
PRV51855,0,145170,17288.0,578080,202500,120,92,2.058333333333333,261,15
PRV51856,0,31500,300.0,381060,208290,117,107,1.7606837606837606,228,0
PRV51857,1,383490,26700.0,916010,120290,57,47,2.824561403508772,193,21
PRV51858,0,14380,200.0,321170,104320,61,59,1.5245901639344261,122,0
PRV51859,0,15500,160.0,240440,121930,65,60,1.4307692307692308,137,0
PRV51860,0,244610,5612.0,2031400,1533140,776,351,1.2951030927835052,981,1
PRV51861,0,2760,0.0,14060,34230,21,20,0.9047619047619048,46,0
PRV51862,0,92870,8554.0,163490,32020,20,20,2.25,80,6
PRV51863,0,286700,18186.0,977970,189990,73,66,3.8904109589041096,218,16
PRV51864,0,91090,6738.0,365290,258540,133,75,1.0300751879699248,255,2
PRV51865,0,11670,0.0,101700,32900,28,27,0.9285714285714286,66,0
PRV51867,0,32130,300.0,338680,223280,102,97,1.4313725490196079,207,0
PRV51868,1,1099710,101510.0,2098620,224390,144,123,4.138888888888889,413,61
PRV51869,0,26480,2206.0,123010,34700,21,21,0.42857142857142855,47,0
PRV51870,0,19290,60.0,334980,123730,55,54,1.1272727272727272,127,0
PRV51871,0,5920,20.0,156640,66580,30,29,1.5333333333333334,62,0
PRV51872,0,8840,110.0,45400,40500,24,23,0.0,53,0
PRV51873,1,341480,28248.0,1116950,282750,144,130,1.7430555555555556,334,18
PRV51874,0,11290,70.0,146860,102600,44,42,0.6136363636363636,103,0
PRV51875,0,50,0.0,11000,1220,1,1,0.0,2,0
PRV51876,1,242320,18336.0,496130,133050,61,57,3.540983606557377,202,14
PRV51877,0,290,0.0,6000,7640,4,4,0.0,6,0
PRV51878,0,3110,90.0,107290,20620,12,12,3.3333333333333335,25,0
PRV51879,0,40710,370.0,347650,176420,105,36,1.9619047619047618,205,0
PRV51884,0,84530,5400.0,240220,60760,44,44,1.2954545454545454,119,5
PRV51885,0,25670,120.0,386930,150200,85,49,2.411764705882353,181,0
PRV51886,0,2160,50.0,0,20120,18,5,1.2222222222222223,43,0
PRV51887,0,120,40.0,4000,630,2,2,0.0,4,0
PRV51888,0,640,100.0,8320,2600,5,5,0.0,9,0
PRV51889,0,170,0.0,33280,960,4,1,0.0,7,0
PRV51890,0,14510,1128.0,149900,39060,21,18,2.0476190476190474,56,0
PRV51891,0,480,0.0,7000,10510,3,3,0.0,13,0
PRV51892,0,750,0.0,16050,4720,5,5,0.0,8,0
PRV51894,0,9210,0.0,105590,30320,20,20,0.55,50,0
PRV51895,0,3730,200.0,391720,20290,18,8,2.0,40,0
PRV51896,0,530,0.0,12000,8670,5,4,4.0,11,0
PRV51897,0,10930,190.0,123180,163040,65,38,1.0307692307692307,122,0
PRV51898,0,12520,1068.0,344840,82520,59,49,0.6949152542372882,128,0
PRV51899,0,5500,0.0,256300,33580,23,16,2.0,41,0
PRV51901,0,3600,0.0,23170,12640,7,7,0.42857142857142855,13,0
PRV51902,0,1300,0.0,0,7080,4,1,1.0,8,0
PRV51905,0,82540,670.0,1271800,591840,257,85,1.11284046692607,398,0
PRV51906,0,2730,0.0,6000,36640,22,8,0.8181818181818182,58,0
PRV51908,0,14270,160.0,135840,54720,22,22,3.4545454545454546,51,0
PRV51909,0,3460,0.0,16080,29480,16,16,2.0,40,0
